16-01-20,38,GOOGL,718.56
16-01-20,1288,MSFT,50.79
16-01-20,0,XOM,73.18
16-01-20,49,AMZN,571.77
16-01-20,0,JNJ,95.75
16-01-20,0,GE,28
16-01-20,0,T,33.9
16-01-20,26,WFC,47.87
16-01-20,928,JPM,55.51
16-01-20,0,WMT,60.84
16-01-20,0,PG,75.83
16-01-20,0,VZ,44.42
16-01-20,0,PFE,30.66
16-01-20,0,CVX,78.98
16-01-20,538,ORCL,33.94
16-01-20,275,HD,116.46
16-01-20,585,INTC,29.59
16-01-20,0,MRK,50.55
16-01-20,29,DIS,92.54
16-01-20,0,PM,85.86
16-01-20,0,PEP,93.77
16-01-20,577,IBM,121.86
16-01-20,297,CSCO,22.9
16-01-20,3291,BAC,13.69
16-01-20,0,MO,57.22
16-01-20,0,UNH,114.79
16-01-20,0,BMY,63.55
16-01-20,0,MDT,74.57
16-01-20,0,SLB,61.06
16-01-20,0,MMM,136.96
16-01-20,126,MCD,115.78
16-01-20,0,CVS,94.12
16-01-20,0,UPS,88.7
16-01-20,0,AGN,292.94
16-01-20,0,HON,96.24
16-01-20,0,WBA,79.45
16-01-20,0,UTX,84.83
16-01-20,0,BA,122.14
16-01-20,1151,QCOM,45.93
16-01-20,0,COST,148.82
16-01-20,190,LOW,68.07
16-01-20,1805,USB,38.87
16-01-20,486,GS,153.75
16-01-20,430,SPG,180.64
16-01-20,65,PCLN,1081.33
16-01-20,696,AXP,63.03
16-01-20,0,OXY,59.6
16-01-20,232,BLK,292
16-01-20,2795,MS,25.24
16-01-20,6410,F,11.9
