16-03-18,241,GOOGL,755.41
16-03-18,2291,MSFT,53.49
16-03-18,0,XOM,84.2
16-03-18,91,AMZN,552.08
16-03-18,0,JNJ,107.5
16-03-18,0,GE,30.92
16-03-18,0,T,38.56
16-03-18,0,WFC,50.54
16-03-18,232,JPM,60.48
16-03-18,0,WMT,66.95
16-03-18,0,PG,83.15
16-03-18,0,VZ,53.24
16-03-18,0,PFE,29.45
16-03-18,0,CVX,97.69
16-03-18,0,ORCL,41.48
16-03-18,0,HD,131.35
16-03-18,299,INTC,32.68
16-03-18,0,MRK,52.25
16-03-18,105,DIS,99.2
16-03-18,0,PM,98.17
16-03-18,0,PEP,101.29
16-03-18,0,IBM,147.09
16-03-18,0,CSCO,28.33
16-03-18,0,BAC,13.79
16-03-18,0,MO,61.54
16-03-18,0,UNH,126.72
16-03-18,0,BMY,62.83
16-03-18,0,MDT,76.26
16-03-18,0,SLB,73.52
16-03-18,0,MMM,165.33
16-03-18,604,MCD,124.08
16-03-18,0,CVS,101.58
16-03-18,0,UPS,104.99
16-03-18,0,AGN,269.43
16-03-18,0,HON,112.1
16-03-18,0,WBA,83.94
16-03-18,0,UTX,99.05
16-03-18,0,BA,133.96
16-03-18,622,QCOM,51.59
16-03-18,0,COST,153.15
16-03-18,192,LOW,74.93
16-03-18,0,USB,41.32
16-03-18,1001,GS,157.6
16-03-18,639,SPG,204.96
16-03-18,0,PCLN,1344.22
16-03-18,761,AXP,61.22
16-03-18,0,OXY,71.3
16-03-18,0,BLK,342.56
16-03-18,1549,MS,26.28
16-03-18,8236,F,13.64
