16-02-29,49,GOOGL,717.22
16-02-29,209,MSFT,50.88
16-02-29,315,XOM,80.15
16-02-29,24,AMZN,552.52
16-02-29,123,JNJ,105.21
16-02-29,543,GE,29.14
16-02-29,1099,T,36.95
16-02-29,231,WFC,46.92
16-02-29,75,JPM,56.3
16-02-29,81,WMT,66.34
16-02-29,693,PG,80.29
16-02-29,341,VZ,50.73
16-02-29,207,PFE,29.67
16-02-29,123,CVX,83.44
16-02-29,164,ORCL,36.78
16-02-29,101,HD,124.12
16-02-29,91,INTC,29.59
16-02-29,1078,MRK,50.21
16-02-29,78,DIS,95.52
16-02-29,335,PM,91.03
16-02-29,428,PEP,97.82
16-02-29,91,IBM,131.03
16-02-29,2131,CSCO,26.18
16-02-29,490,BAC,12.52
16-02-29,100,MO,61.57
16-02-29,214,UNH,119.1
16-02-29,548,BMY,61.93
16-02-29,476,MDT,77.39
16-02-29,832,SLB,71.72
16-02-29,69,MMM,156.87
16-02-29,152,MCD,117.19
16-02-29,226,CVS,97.17
16-02-29,51,UPS,96.55
16-02-29,37,AGN,290.11
16-02-29,98,HON,101.35
16-02-29,247,WBA,78.94
16-02-29,71,UTX,96.62
16-02-29,157,BA,118.18
16-02-29,262,QCOM,50.79
16-02-29,146,COST,150.03
16-02-29,515,LOW,67.53
16-02-29,59,USB,38.52
16-02-29,138,GS,149.53
16-02-29,56,SPG,189.73
16-02-29,27,PCLN,1265.21
16-02-29,766,AXP,55.58
16-02-29,445,OXY,68.82
16-02-29,9,BLK,311.96
16-02-29,85,MS,24.7
16-02-29,425,F,12.51
16-03-02,61,MRK,52.27
16-03-04,-69,MCD,117.18
16-03-08,81,PEP,99.74
16-03-09,-30,PEP,100.2
16-03-10,24,HD,125.89
16-03-11,-33,MO,62.01
16-03-15,39,MRK,52.42
16-03-17,-14,MSFT,54.66
16-03-21,3,SPG,203
16-03-23,2,WMT,67.46
16-03-24,-11,JNJ,108.31
16-03-29,23,MRK,53.32
16-03-30,-110,XOM,84.52
16-03-31,111,XOM,83.59
16-04-04,-106,CVS,104.48
16-04-05,277,USB,40.05
16-04-07,-33,MDT,76.14
16-04-08,91,CSCO,27.69
16-04-11,-118,LOW,75.15
16-04-13,114,MDT,77.34
16-04-14,-17,WMT,68.8
16-04-18,8,IBM,152.53
16-04-19,-4,MMM,169.65
16-04-21,21,INTC,31.97
16-04-25,-78,WFC,50.51
16-04-27,49,PG,79.89
16-04-28,1,GE,30.9
16-05-02,-239,GE,30.89
16-05-03,219,PFE,33.7
16-05-05,-4,AMZN,659.09
16-05-06,51,QCOM,50.92
16-05-09,3,BAC,13.99
16-05-10,-29,MMM,170.26
16-05-12,36,BA,134.42
16-05-16,-15,MMM,169.55
16-05-18,26,CVX,100.06
16-05-19,-291,SLB,74.2
16-05-20,808,MS,26.77
16-05-23,-133,OXY,74.87
16-05-25,736,F,13.52
16-05-26,-2,JNJ,112.9
16-05-31,1,BA,126.15
16-06-01,2,ORCL,40.26
16-06-02,-154,LOW,80.76
16-06-03,318,T,39.21
16-06-07,-6,OXY,76.87
16-06-08,8,MSFT,52.04
16-06-10,3,BAC,13.83
16-06-14,-5,MMM,167.61
16-06-15,8,CVX,100.63
16-06-16,-3,BLK,339.46
16-06-20,-9,PCLN,1341.96
16-06-21,233,MRK,56.25
16-06-23,-9,JNJ,117.38
16-06-27,13,PG,81.23
16-06-28,0,MMM,169.59
16-06-29,-26,HON,114.46
16-07-01,29,UTX,102.73
16-07-05,-40,JNJ,122.27
16-07-06,28,MMM,175.16
16-07-07,-89,UNH,140.8
16-07-08,17,GOOGL,717.78
16-07-12,6,QCOM,54.62
