15-09-29,760,GOOGL,622.61
15-09-29,0,MSFT,43.44
15-09-29,0,XOM,72.97
15-09-29,1060,AMZN,496.07
15-09-29,0,JNJ,93.04
15-09-29,0,GE,24.57
15-09-29,0,T,32.07
15-09-29,0,WFC,50.89
15-09-29,0,JPM,59.84
15-09-29,0,WMT,63.78
15-09-29,0,PG,72.28
15-09-29,0,VZ,43.53
15-09-29,0,PFE,31.02
15-09-29,0,CVX,76.25
15-09-29,0,ORCL,35.51
15-09-29,0,HD,112.91
15-09-29,0,INTC,29.24
15-09-29,0,MRK,48.65
15-09-29,0,DIS,99.42
15-09-29,0,PM,78.64
15-09-29,0,PEP,93.04
15-09-29,0,IBM,142.47
15-09-29,0,CSCO,25.64
15-09-29,0,BAC,15.35
15-09-29,0,MO,54.23
15-09-29,0,UNH,114.22
15-09-29,0,BMY,58.95
15-09-29,0,MDT,66.37
15-09-29,0,SLB,69.1
15-09-29,0,MMM,141.55
15-09-29,0,MCD,97.48
15-09-29,0,CVS,95.12
15-09-29,0,UPS,98.14
15-09-29,0,AGN,252.1
15-09-29,0,HON,92.52
15-09-29,0,WBA,82.06
15-09-29,0,UTX,87.98
15-09-29,0,BA,128.75
15-09-29,0,QCOM,52.43
15-09-29,0,COST,143.72
15-09-29,0,LOW,66.77
15-09-29,0,USB,40.65
15-09-29,0,GS,171.86
15-09-29,0,SPG,182.43
15-09-29,0,PCLN,1200.32
15-09-29,0,AXP,73.1
15-09-29,0,OXY,64.4439
15-09-29,0,BLK,293.52
15-09-29,0,MS,31.01
15-09-29,0,F,13.15
15-09-30,1,AMZN,511.89
15-10-01,-159,AMZN,520.72
15-10-07,153,AMZN,541.94
15-10-08,-158,AMZN,533.16
15-10-14,155,AMZN,544.83
15-10-15,-210,AMZN,562.44
15-10-22,209,AMZN,563.91
15-10-23,-30,GOOGL,719.33
15-10-29,29,GOOGL,744.85
15-10-30,-129,GOOGL,737.39
15-11-03,127,GOOGL,748.82
15-11-06,-211,GOOGL,761.6
15-11-13,250,AMZN,642.35
15-11-20,-114,GOOGL,777
15-11-30,116,GOOGL,762.85
15-12-01,-158,GOOGL,783.79
15-12-03,161,GOOGL,768.2
15-12-08,1,AMZN,677.33
15-12-11,-13,AMZN,640.15
15-12-17,10,GOOGL,769.83
15-12-18,-140,GOOGL,756.85
15-12-21,140,GOOGL,760.8
15-12-29,-56,GOOGL,793.96
15-12-30,64,AMZN,689.07
16-01-06,-189,AMZN,632.65
16-01-11,194,AMZN,617.74
16-01-15,-149,AMZN,570.18
16-01-22,114,GOOGL,745.46
16-01-26,-185,GOOGL,733.79
16-02-01,176,GOOGL,770.77
16-02-04,-145,AMZN,536.26
16-02-05,155,AMZN,502.13
16-02-12,-54,GOOGL,706.89
16-02-19,53,GOOGL,722.11
16-02-24,-12,AMZN,554.04
16-03-02,11,AMZN,580.21
16-03-08,-255,AMZN,560.26
16-03-10,195,GOOGL,732.17
16-03-11,-120,GOOGL,744.87
16-03-17,118,GOOGL,758.48
16-03-23,-48,GOOGL,757.56
16-03-30,47,GOOGL,768.34
16-04-05,-200,GOOGL,758.57
16-04-06,198,GOOGL,768.07
16-04-11,-199,GOOGL,757.54
16-04-18,237,AMZN,635.35
16-04-21,-48,GOOGL,780
16-04-27,62,AMZN,606.57
16-04-28,-239,AMZN,602
16-05-05,218,AMZN,659.09
16-05-12,-235,AMZN,717.93
16-05-18,242,AMZN,697.45
16-05-23,-174,AMZN,696.75
16-05-26,165,GOOGL,736.93
16-05-31,-42,AMZN,722.79
16-06-01,40,GOOGL,748.46
16-06-03,-237,AMZN,725.54
16-06-07,235,GOOGL,731.09
16-06-14,-218,GOOGL,733.25
16-06-17,227,GOOGL,704.25
16-06-23,-170,GOOGL,714.87
16-06-30,170,AMZN,715.62
16-07-08,-279,AMZN,745.81
16-07-14,281,AMZN,741.2
