16-04-12,26,GOOGL,764.32
16-04-12,366,MSFT,54.65
16-04-12,237,XOM,84.35
16-04-12,33,AMZN,603.17
16-04-12,182,JNJ,109.6
16-04-12,649,GE,30.81
16-04-12,517,T,38.67
16-04-12,419,WFC,47.77
16-04-12,337,JPM,59.28
16-04-12,291,WMT,68.8
16-04-12,241,PG,82.83
16-04-12,385,VZ,51.95
16-04-12,626,PFE,31.96
16-04-12,205,CVX,97.51
16-04-12,495,ORCL,40.42
16-04-12,149,HD,134.38
16-04-12,628,INTC,31.86
16-04-12,361,MRK,55.34
16-04-12,205,DIS,97.35
16-04-12,197,PM,101.63
16-04-12,191,PEP,104.91
16-04-12,134,IBM,149.63
16-04-12,724,CSCO,27.64
16-04-12,1507,BAC,13.27
16-04-12,313,MO,63.82
16-04-12,158,UNH,126.8
16-04-12,299,BMY,66.84
16-04-12,261,MDT,76.62
16-04-12,264,SLB,75.9
16-04-12,119,MMM,168.03
16-04-12,157,MCD,127.61
16-04-12,198,CVS,101.23
16-04-12,190,UPS,105.23
16-04-12,90,AGN,222.57
16-04-12,177,HON,113.03
16-04-12,246,WBA,81.31
16-04-12,194,UTX,103.08
16-04-12,154,BA,129.47
16-04-12,394,QCOM,50.82
16-04-12,133,COST,150.52
16-04-12,264,LOW,75.73
16-04-12,497,USB,40.26
16-04-12,130,GS,154.31
16-04-12,96,SPG,208.11
16-04-12,15,PCLN,1300.28
16-04-12,330,AXP,60.68
16-04-12,276,OXY,72.45
16-04-12,59,BLK,339.31
16-04-12,814,MS,24.58
16-04-12,1561,F,12.81
16-04-12,3,GS,154.31
16-04-13,-63,PEP,104.12
16-04-14,208,INTC,31.8
16-04-14,-103,MO,61.59
16-04-14,64,CVX,97.98
16-04-15,-44,GS,158.52
16-04-15,92,SLB,76.26
16-04-18,-13,MO,62.17
16-04-18,20,USB,41.21
16-04-19,1,F,13.44
16-04-20,-124,SLB,81.1
16-04-20,49,SPG,203.72
16-04-21,-66,JNJ,113.57
16-04-21,237,INTC,31.97
16-04-25,-16,UNH,133.78
16-04-27,27,OXY,77.52
16-04-29,3,BAC,14.56
16-04-29,-72,T,38.82
16-04-29,24,JNJ,112.08
16-05-03,3,GE,30.63
16-05-05,-36,PG,81.3
16-05-09,112,MS,26.1
16-05-11,-21,CVX,101.14
16-05-13,26,MDT,80.71
16-05-16,-21,MMM,169.55
16-05-18,132,MS,27.24
16-05-18,-48,GS,159.94
16-05-19,78,DIS,98.41
16-05-20,-205,WFC,48.75
16-05-24,50,SPG,197.63
16-05-25,1,MCD,123.26
16-05-27,-7,GOOGL,747.6
16-06-01,58,XOM,89.24
16-06-01,-6,OXY,75.44
16-06-01,16,INTC,31.66
16-06-02,-51,CSCO,29.08
16-06-02,14,PEP,102
16-06-06,-60,GS,157.06
16-06-06,98,CVS,96.31
16-06-07,-28,OXY,76.87
16-06-09,75,CSCO,29.14
16-06-09,-53,MCD,122.79
16-06-13,86,OXY,75.25
16-06-14,-135,OXY,75.12
16-06-15,333,GE,30.59
16-06-16,-7,GOOGL,724.25
16-06-20,176,CSCO,28.8
16-06-22,-56,IBM,152.92
16-06-24,67,BA,126.52
16-06-24,-20,GS,141.86
16-06-28,105,CSCO,27.79
16-06-30,-77,MSFT,51.17
16-07-01,28,UNH,140.86
16-07-06,-326,CSCO,28.72
16-07-08,27,BLK,345.2
16-07-12,-74,SLB,79.65
16-07-12,37,IBM,157.04
16-07-13,3,ORCL,41.46
16-07-13,-299,GE,32.36
16-07-13,68,UNH,141.48
16-07-13,-113,OXY,76.83
16-07-13,270,GE,32.36
16-07-14,-73,UNH,140.84
16-07-15,108,XOM,95.12
